From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment;;;;
12428;12400;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
11018;12400;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
11018;10423;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
11004;10423;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
11004;4635;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
11004;1617;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10990;10423;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10990;12371;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10990;10396;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
7570;10396;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
7570;4552;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10436;4552;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10436;1546;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10436;7269;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10436;4593;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
8235;4593;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
8235;1602;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
8250;1602;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
8250;1617;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
2129;4635;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
2129;12107;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10954;12107;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10954;12123;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
10954;1222;impassable;-1;-1;-1;-1;-1;;papua;newguinea;;;
-1;-1;;-1;-1;-1;-1;-1;-1;;;;;
